,Unnamed: 0,drugbank_id,name,groups,indication,smiles,type
1301,1301,DB05016,Ataluren,approved|investigational,Ataluren is a medication used for the treatment of Duchenne muscular dystrophy.,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,small molecule
1302,1302,DB05018,Migalastat,approved|investigational,Migalastat is an alpha-galactosidase A chaperone used for the treatment of Fabry disease in patients with an amenable galactosidase alpha gene (GLA) variant.,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,small molecule
1303,1303,DB05039,Indacaterol,approved,Indacaterol is an inhaled long-acting beta-2 adrenergic agonist used to relax bronchial smooth muscle and improve symptoms and airflow obstruction caused by Chronic Obstructive Pulmonary Disease (COPD) and moderate to severe asthma.,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,small molecule
1304,1304,DB05057,Erdosteine,approved|investigational,Erdosteine is a mucolytic agent used to treat conditions characterized by pathological mucus such as respiratory tract infections and chronic obstructive pulmonary disease (COPD).,OC(=O)CSCC(=O)NC1CCSC1=O,small molecule
1305,1305,DB05087,Ganaxolone,approved|investigational,Ganaxolone is a neuroactive steroid GABA-A receptor modulator used for the treatment of seizures associated with CDKL5 deficiency disorder (CDD).,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@](C)(O)CC[C@]12C,small molecule
1306,1306,DB05109,Trabectedin,approved|investigational,Trabectedin is an alkylating agent approved for the treatment of unresectable or metastatic soft tissue sarcoma (liposarcoma or leiomyosarcoma).,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,small molecule
1307,1307,DB05154,Pretomanid,approved,Pretomanid is part of a three-drug regimen used for the treatment of extensively drug-resistant and multidrug-resistant pulmonary tuberculosis.,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,small molecule
1308,1308,DB05219,Crisaborole,approved|investigational,Crisaborole is a non-steroidal topical medication used for the treatment of mild-moderate atopic dermatitis.,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,small molecule
1309,1309,DB05239,Cobimetinib,approved|investigational,Cobimetinib is an antineoplastic agent and selective inhibitor of the mitogen-activated extracellular kinase (MEK) pathway used to treat unresectable or metastatic melanoma.,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,small molecule
1310,1310,DB05245,Silver sulfadiazine,approved|vet_approved,Silver sulfadiazine is a topical sulfonamide antibiotic that acts on the bacterial cell wall and cell membrane; approved for the treatment of burns.,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,small molecule
1311,1311,DB05246,Methsuximide,approved,Methsuximide is a succinimide anticonvulsant that increases the seizure threshold. Primarily used for childhood absence seizures. Functions by suppressing paroxysmal spike-and-wave patterns associated with lapses of consciousness in absence seizures.,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,small molecule
1312,1312,DB05260,Gallium nitrate,approved|investigational,Gallium nitrate is a medication indicated for cancer-related hypercalcemia.,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,small molecule
1313,1313,DB05271,Rotigotine,approved,Rotigotine is a non-selective dopamine agonist used for the treatment of Parkinson's Disease and Restless Leg Syndrome.,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,small molecule
1314,1314,DB05273,Samarium (153Sm) lexidronam,approved|investigational,Samarium (153Sm) lexidronam is a chelated complex of samarium isotope and EDTMP that concentrates in areas with high bone turnover such as sites of metastases to relieve pain associated with osteoblastic metastatic bone lesions.,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O,small molecule
1315,1315,DB05294,Vandetanib,approved,Vandetanib is an antineoplastic kinase inhibitor used to treat symptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease.,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,small molecule
1316,1316,DB05316,Pimavanserin,approved|investigational,Pimavanserin is a second generation atypical antipsychotic used for the treatment of hallucinations and delusions caused by Parkinson's Disease.,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,small molecule
1317,1317,DB05351,Dexlansoprazole,approved|investigational,"Dexlansoprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal, to treat symptoms of gastroesophageal reflux disease (GERD), to eradicate Helicobacter pylori, and to treat hypersecretory conditions such as Zollinger-Ellison Syndrome.",CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,small molecule
1318,1318,DB05381,Histamine,approved|investigational,Histamine is an ingredient of topical drugs for the relief of joint pain or muscle aches and pains.,NCCC1=CNC=N1,small molecule
1319,1319,DB05382,Iodine,approved|investigational,Iodine is an ingredient of nutritional supplements that is also used for disinfection.,II,small molecule
1320,1320,DB05389,Tetrachlorodecaoxide,approved|investigational,"Investigated for use/treatment in acquired immune deficiency syndrome (AIDS) and aids-related infections, cancer/tumors (unspecified), HIV infection, and inflammatory disorders (unspecified)",O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O,small molecule
1321,1321,DB05467,Palovarotene,approved|investigational,Palovarotene is a selective agonist of retinoic acid receptor gamma (RARγ) used to reduce heterotopic ossification in patients with Fibrodysplasia Ossificans Progressiva (FOP).,CC1(C)CCC(C)(C)C2=C1C=C(CN1C=CC=N1)C(\C=C\C1=CC=C(C=C1)C(O)=O)=C2,small molecule
1322,1322,DB05521,Telaprevir,approved|withdrawn,Telaprevir is an NS3/4A viral protease inhibitor used in combination with other antivirals for the curative treatment of chronic Hepatitis C Virus infections.,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,small molecule
1323,1323,DB05541,Brivaracetam,approved|investigational,Brivaracetam is an anticonvulsant used for the treatment of partial-onset seizures that functions by binding to synaptic vesicle glycoprotein 2A (SV2A) in the brain.,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,small molecule
1324,1324,DB05630,Sodium stibogluconate,approved|investigational,"For the treatment of various types of a protozoal infection called leishmaniasis, which may result from sandfly bites in tropical and temperate parts of the world",O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,small molecule
1325,1325,DB05667,Levoketoconazole,approved|investigational,Levoketoconazole is one of two enantiomeric forms of racemic ketoconazole that strongly inhibits multiple steroidogenic enzymes and is used for the symptomatic treatment of endogenous Cushing's syndrome.,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,small molecule
1326,1326,DB05676,Apremilast,approved|investigational,Apremilast is a non-steroidal medication used for the treatment of inflammatory conditions such as psoriasis and psoriatic arthritis.,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,small molecule
1327,1327,DB05812,Abiraterone,approved,Abiraterone is an antiandrogen used in the treatment of prostate cancer.,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,small molecule
1328,1328,DB05990,Obeticholic acid,approved,Obeticholic acid is a bile acid analog and farnesoid X receptor agonist used to treat primary biliary cholangitis in adult patients with inadequate clinical response or intolerance to UDCA.,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,small molecule
1329,1329,DB06016,Cariprazine,approved|investigational,Cariprazine is an atypical antipsychotic used to treat schizophrenia and acute manic or mixed episodes due to bipolar I disorder.,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,small molecule
1330,1330,DB06077,Lumateperone,approved|investigational,Lumateperone is a novel 2nd generation antipsychotic used to manage both positive and negative symptoms in patients with schizophrenia.,[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,small molecule
1331,1331,DB06083,Tapinarof,approved|investigational,Tapinarof is a therapeutic aryl hydrocarbon receptor-modulating agent (TAMA) indicated for the treatment of adult psoriasis.,CC(C)C1=C(O)C=C(\C=C\C2=CC=CC=C2)C=C1O,small molecule
1332,1332,DB06119,Cenobamate,approved|investigational,Cenobamate is a small molecule drug indicated to treat partial onset seizures in adults.,NC(=O)O[C@@H](CN1N=CN=N1)C1=C(Cl)C=CC=C1,small molecule
1333,1333,DB06137,Tirbanibulin,approved|investigational,Tirbanibulin is a tyrosine kinase and tubulin inhibitor used to treat actinic keratosis on the face or scalp.,O=C(CC1=CC=C(C=N1)C1=CC=C(OCCN2CCOCC2)C=C1)NCC1=CC=CC=C1,small molecule
1334,1334,DB06144,Sertindole,approved|investigational|withdrawn,Sertindole is an atypical antipsychotic indicated in the treatment of schizophrenia.,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,small molecule
1335,1335,DB06145,Spiramycin,approved,Spiramycin is a macrolide antimicrobial agent used in the treatment of various bacterial infections.,[H][C@@]1(CC[C@@H]([C@@H](C)O1)N(C)C)O[C@H]1\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O[C@@]3([H])C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@H]1C,small molecule
1336,1336,DB06147,Sulfathiazole,approved|vet_approved|withdrawn,Sulfathiazole is effective against a wide range of gram positive and gram negative pathogenic microorganisms,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,small molecule
1337,1337,DB06148,Mianserin,approved|investigational,Mianserin is a tetracyclic antidepressant with therapeutic activity similar to amitriptyline used to treat depression and anxiety.,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,small molecule
1338,1338,DB06149,Teicoplanin,approved|investigational,Teicoplanin is a glycopeptide antibiotic with a similar mechanism of action and spectrum of activity to vancomycin used to treat various infections caused by gram-positive bacteria.,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=C2OC3=C(Cl)C=C(C=C3)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]5NC(=O)[C@@H](CC6=CC=C(OC1=CC4=C2)C(Cl)=C6)NC(=O)[C@H](N)C1=CC=C(O)C(OC2=CC(O)=CC5=C2)=C1)C1=CC=C(O)C(=C1)C1=C(C=C(O)C=C1OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](NC3=O)C(O)=O,small molecule
1339,1339,DB06150,Sulfadimethoxine,approved|vet_approved|withdrawn,For use in the treatment of infections,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,small molecule
1340,1340,DB06151,Acetylcysteine,approved|investigational,Acetylcysteine is a medication that can be used as a mucolytic in patients with certain lung conditions and as an antidote for acetaminophen overdose.,CC(=O)N[C@@H](CS)C(O)=O,small molecule
1341,1341,DB06152,Nylidrin,approved,"Nylidrin is a vasodilator used to treat patients with peripheral vascular disorders, and elderly patients with symptoms associated with organic mental disorders.",CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,small molecule
1342,1342,DB06153,Pizotifen,approved,Pizotifen is a serotonin and tryptamine antagonist indicated for migraine prophylaxis.,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,small molecule
1343,1343,DB06154,Pentaerythritol tetranitrate,approved,Used for the treatment of angina pectoris [L2393],[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,small molecule
1344,1344,DB06155,Rimonabant,approved|investigational,"For use in conjunction with diet and exercise for patients with a body mass index greater than 30 kg/m<sup>2</sup>, or patients wih a BMI greater than 27 kg/m<sup>2</sup> with associated risk factors, such as type 2 diabetes or dyslipidaemia",CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,small molecule
1345,1345,DB06174,Noscapine,approved|investigational,Noscapine is a non-sedating isoquinoline alkaloid used primarily for its antitussive properties.,[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12,small molecule
1346,1346,DB06176,Romidepsin,approved|investigational,Romidepsin is a histone deacetylase (HDAC) inhibitor used to treat cutaneous T-cell lymphoma.,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,small molecule
1347,1347,DB06193,Pixantrone,approved|investigational,Pixantrone is an antineoplastic agent use to treat patients with relapsed or refractory aggressive Non-Hodgkin B-cell Lymphomas (NHL).,NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O,small molecule
1348,1348,DB06196,Icatibant,approved|investigational,Icatibant is a bradykinin B2 receptor antagonist used to treat acute episodes of swelling and inflammation associated with hereditary angioedema (HAE).,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,small molecule
1349,1349,DB06201,Rufinamide,approved,Rufinamide is an antiepileptic drug used as adjunctive therapy to treat seizures associated with Lennox-Gastaut Syndrome (LGS).,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,small molecule
1350,1350,DB06202,Lasofoxifene,approved|investigational,"Investigated for use/treatment in postmenopausal osteoporosis to reduce the risk of both vertebral and novertebral fractures, as well as address other postmenopausal conditions, including reduction in risk of breast cancer and treatment of vulvar and vaginal atrophy (VVA)",[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,small molecule
1351,1351,DB06203,Alogliptin,approved,Alogliptin is a dipeptidyl peptidase-4 (DPP-4) inhibitor used to treat hyperglycemia in patients with type 2 diabetes mellitus.,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,small molecule
1352,1352,DB06204,Tapentadol,approved,"Tapentadol is an opioid used to manage severe pain that has not responded to non-opioid medications, and for which opioid analgesic therapy is appropriate.",CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,small molecule
1353,1353,DB06206,Sugammadex,approved,Sugammadex is a modified gamma cyclodextrin used to reverse neuromuscular blockade induced by vecuronium bromide and rocuronium bromide which are agents used for anesthesia.,O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,small molecule
1354,1354,DB06207,Silodosin,approved,Silodosin is an alpha-1 adrenergic receptor antagonist used to treat symptoms associated with benign prostatic hyperplasia (BPH).,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,small molecule
1355,1355,DB06209,Prasugrel,approved,"Prasugrel is a P2Y12 platelet inhibitor used to reduce risk of thrombotic cardiovascular events in unstable angina or non-ST-elevation myocardial infarction (NSTEMI), and in patients with STEMI when managed with either primary or delayed PCI.",CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,small molecule
1356,1356,DB06210,Eltrombopag,approved,Eltrombopag is a thrombopoietin receptor agonist used to treat thrombocytopenia or aplastic anemia associated with various etiologies.,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,small molecule
1357,1357,DB06211,Doripenem,approved|investigational,Doripenem is an antibiotic of the penem class used to treat complicated intra-abdominal and urinary tract infections.,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,small molecule
1358,1358,DB06212,Tolvaptan,approved,Tolvaptan is a selective vasopressin V2-receptor antagonist to slow kidney function decline in patients at risk for rapidly progressing autosomal dominant polycystic kidney disease (ADPKD). Also used to treat hypervolemic and euvolemic hyponatremia.,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,small molecule
1359,1359,DB06213,Regadenoson,approved|investigational,Regadenoson is a coronary vasodilator used in radionuclide myocardial perfusion imaging (MPI).,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,small molecule
1360,1360,DB06215,Ferumoxytol,approved|investigational,"Ferumoxytol is an intravenous iron replacement product used to treat iron deficiency anemia (IDA) in patients with chronic kidney disease (CKD), or in patients who are unable to tolerate or who have not responded adequately to oral iron supplementation.",[O--].[O--].[O--].[O--].[Fe++].[Fe+3].[Fe+3],small molecule
1361,1361,DB06216,Asenapine,approved,Asenapine is an atypical antipsychotic used to treat patients with bipolar I disorder and patients with schizophrenia.,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,small molecule
1362,1362,DB06217,Vernakalant,approved|investigational,Vernakalant is an antiarrhythmic medication used to treat patients with atrial fibrillation.,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,small molecule
1363,1363,DB06218,Lacosamide,approved,Lacosamide is an antiepileptic drug used to treat partial onset seizures in adults.,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,small molecule
1364,1364,DB06228,Rivaroxaban,approved,Rivaroxaban is a factor Xa inhibitor used to treat deep vein thrombosis (DVT) and pulmonary embolism (PE). May also be used as thrombosis prophylaxis in specific situations.,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,small molecule
1365,1365,DB06230,Nalmefene,approved|investigational|withdrawn,Nalmefene is an opioid antagonist used to reduce alcohol consumption in adults with alcohol dependence and treat and prevent opioid overdose.,OC1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](OC1=C24)C(=C)CC[C@@]35O,small molecule
1366,1366,DB06234,Maribavir,approved|investigational,Maribavir is a cytomegalovirus (CMV) pUL97 kinase inhibitor used for the treatment of refractory post-transplant CMV infection.,CC(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,small molecule
1367,1367,DB06237,Avanafil,approved,Avanafil is a phosphodiesterase-5 (PDE5) inhibitor used to treat erectile dysfunction.,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,small molecule
1368,1368,DB06243,Eflornithine,approved|withdrawn,Eflornithine is a medication used topically to reduce unwanted facial hair growth in women. The postulated mechanism of action is through irreversible inhibition of ornithine decarboxylase (ODC) in the skin.,NCCCC(N)(C(F)F)C(O)=O,small molecule
1369,1369,DB06249,Arzoxifene,approved|investigational,"Investigated for use/treatment in breast cancer, osteoporosis, and endometrial cancer",COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,small molecule
1370,1370,DB06261,Hexaminolevulinate,approved,Hexaminolevulinate is an optical imaging agent used to perform Blue Light Cystoscopy (BLC™) in order to detect carcinoma of the bladder.,[H]N([H])CC(=O)CCC(=O)OCCCCCC,small molecule
1371,1371,DB06262,Droxidopa,approved|investigational,"Droxidopa is a medication used to treat symptomatic neurogenic orthostatic hypotension (nOH) caused by dopamine beta-hydroxylase deficiency, non-diabetic autonomic neuropathy and primary autonomic failure caused by conditions such as Parkinson's disease.",N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,small molecule
1372,1372,DB06267,Udenafil,approved|investigational,Udenafil is a PDE5 inhibitor used to treat erectile dysfunction.,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,small molecule
1373,1373,DB06268,Sitaxentan,approved|investigational|withdrawn,"Investigated for use/treatment in pulmonary hypertension, connective tissue diseases, hypertension, and congestive heart failure",CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,small molecule
1374,1374,DB06274,Alvimopan,approved|investigational,Alvimopan is an opioid antagonist used to reduce healing time of the upper and lower gastrointestinal tract following surgical procedures that involve bowel resection with primary anastomosis.,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,small molecule
1375,1375,DB06282,Levocetirizine,approved,Levocetirizine is an H1-receptor antagonist used to treat symptoms associated with chronic allergic rhinitis and uncomplicated cases of chronic idiopathic urticaria.,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,small molecule
1376,1376,DB06283,Ziconotide,approved,"Ziconotide is an N-type calcium channel antagonist used to manage patients with severe chronic pain who cannot tolerate, or who have not responded adequately to other treatments such as intrathecal morphine and systemic analgesics.",[H][C@]12CSSC[C@]3([H])NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC3=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N2,small molecule
1377,1377,DB06287,Temsirolimus,approved,Temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma (RCC) that works by inhibiting mTOR.,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,small molecule
1378,1378,DB06288,Amisulpride,approved|investigational,"Amisulpride is a dopamine D2 receptor antagonist used in the treatment of acute and chronic schizophrenia, and in the prevention and treatment of postoperative nausea and vomiting in adults.",CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,small molecule
1379,1379,DB06290,Simeprevir,approved,Simeprevir is a direct-acting antiviral agent that inhibits HCV NS3/4A protease to treat chronic hepatitis C virus (HCV) infection in adults with HCV genotype 1 or 4.,[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,small molecule
1380,1380,DB06292,Dapagliflozin,approved,Dapagliflozin is a sodium-glucose cotransporter 2 inhibitor used in the management of type 2 diabetes mellitus.,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,small molecule
1381,1381,DB06335,Saxagliptin,approved,Saxagliptin is an DPP-4 inhibitor used for the management of type 2 diabetes mellitus.,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,small molecule
1382,1382,DB06401,Bazedoxifene,approved|investigational,Bazedoxifene is a selective estrogen receptor modulator (SERM) used to treat moderate to severe vasomotor symptoms in menopause and osteoporosis alone or in combination with conjugated estrogens.,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,small molecule
1383,1383,DB06402,Telavancin,approved,Telavancin is an antibacterial agent used in the treatment of complicated skin and skin structure infections and types of hospital-acquired bacterial pneumonia.,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,small molecule
1384,1384,DB06403,Ambrisentan,approved|investigational,Ambrisentan is a selective type A endothelin receptor antagonist used to treat primary pulmonary arterial hypertension and pulmonary arterial hypertension based on diagnostic classifications.,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
1385,1385,DB06410,Doxercalciferol,approved,Doxercalciferol is a synthetic vitamin D2 analog used to treat secondary hyperparathyroidism in patients with chronic kidney disease with or without therapy of dialysis.,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,small molecule
